Id,Series Name,Series Category,Model,Start Year ,End Year,Description,Photo,Label
17,356,356 A,356 A 1600 Hardtop,1958,1959,"Features:
Welded (Coupé) or removable (Cabriolet) hardtop // Bumpers set apart from body and with bumper guards // Sill trims // One-piece curved windscreen // Long, narrow handle with Porsche Crest on luggage compartment lid // Teardrop-shaped tail lights with integrated direction indicators // Round, flat front direction indicators integrated in horn grille // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Number plate lighting in chrome housing below number plate // Tailpipes protrude through bumper guards",/images/Id_17.jpg,Classics by Series
18,356,356 A,356 A 1600 Super Hardtop,1958,1959,"Features:
Welded (Coupé) or removable (Cabriolet) hardtop // Bumpers set apart from body and with bumper guards // One-piece curved windscreen // Long, narrow handle with Porsche Crest on luggage compartment lid // Teardrop-shaped tail lights with integrated direction indicators // Round, flat front direction indicators integrated in horn grille // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Number plate lighting in chrome housing below number plate // Tailpipes protrude through bumper guards",/images/Id_18.jpg,Classics by Series
19,356,356 A,356 A 1600 Convertible D,1959,1959,"Features:
Bumpers set apart from body and with bumper guards // One-piece curved windscreen // Retractable side windows // Long, narrow handle with Porsche Crest on luggage compartment lid // Teardrop-shaped tail lights with integrated direction indicators // Round, flat front direction indicators integrated in horn grille // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Number plate lighting in chrome housing below number plate // Unpadded fabric hood with flexible plastic rear window // Chrome trims at level of door handles // Tailpipes protrude through bumper guards",/images/Id_19.jpg,Classics by Series
20,356,356 A,356 A 1600 Super Convertible D,1959,1959,"Features:
Bumpers set apart from body and with bumper guards // One-piece curved windscreen // Retractable side windows // Long, narrow handle with Porsche Crest on luggage compartment lid // Teardrop-shaped tail lights with integrated direction indicators // Round, flat front direction indicators integrated in horn grille // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Number plate lighting in chrome housing below number plate // Unpadded fabric hood with flexible plastic rear window // Chrome trims at level of door handles // Tailpipes discharge between bumper guards",/images/Id_20.jpg,Classics by Series
21,356,356 B,356 B 1600,1960,1963,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // Sill trims // One-piece curved windscreen // Handle on luggage compartment lid flared at bottom and with Porsche Crest // Raised headlights // Teardrop-shaped tail lights with integrated direction indicators // Round and protruding front direction indicators with adjacent two-slat horn grilles // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Reversing light centrally located under rear bumper // Number plate lighting integrated in rear bumper // Tailpipes protrude through bumper guards // Dome hub caps",/images/Id_21.jpg,Classics by Series
22,356,356 B,356 B 1600 Roadster,1960,1962,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // Sill trims // One-piece curved windscreen // Handle on luggage compartment lid flared at bottom and with Porsche Crest // Raised headlights // Teardrop-shaped tail lights with integrated direction indicators // Round and protruding front direction indicators with adjacent two-slat horn grilles // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Reversing light centrally located under rear bumper // Number plate lighting integrated in rear bumper // Tailpipes protrude through bumper guards // Dome hub caps",/images/Id_22.jpg,Classics by Series
23,356,356 B,356 B 1600 Super,1960,1963,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // One-piece curved windscreen // Reversing light centrally located under rear bumper // Number plate lighting integrated in rear bumper // Tailpipes protrude through bumper guards // Dome hub caps",/images/Id_23.jpg,Classics by Series
24,356,356 B,356 B 1600 Super Roadster,1960,1962,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // Sill trims // One-piece curved windscreen // Handle on luggage compartment lid flared at bottom and with Porsche Crest // Raised headlights // Teardrop-shaped tail lights with integrated direction indicators // Round and protruding front direction indicators with adjacent two-slat horn grilles // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Reversing light centrally located under rear bumper // Number plate lighting integrated in rear bumper // Tailpipes protrude through bumper guards // Dome hub caps",/images/Id_24.jpg,Classics by Series
25,356,356 B,356 B 1600 Super 90,1960,1963,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // Sill trims // One-piece curved windscreen // Handle on luggage compartment lid flared at bottom and with Porsche Crest // Raised headlights // Teardrop-shaped tail lights with integrated direction indicators // Round and protruding front direction indicators with adjacent two-slat horn grilles // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Reversing light centrally located under rear bumper // Number plate lighting integrated in rear bumper // Tailpipes protrude through bumper guards // Dome hub caps // Logo on rear with additional ""90""",/images/Id_25.jpg,Classics by Series
26,356,356 B,356 B 1600 Super 90 Roadster,1960,1962,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // Sill trims // One-piece curved windscreen // Handle on luggage compartment lid flared at bottom and with Porsche Crest // Raised headlights // Teardrop-shaped tail lights with integrated direction indicators // Round and protruding front direction indicators with adjacent two-slat horn grilles // Rear direction indicators integrated in tail lights // Brake lights integrated in tail light // Reversing light centrally located under rear bumper // Number plate lighting integrated in rear bumper // Tailpipes protrude through bumper guards // Dome hub caps",/images/Id_26.jpg,Classics by Series
27,356,356 C,356 C 1600,1964,1965,"Features:
Flat hub caps // Logo on rear with additional ""90"" // Front luggage compartment lid slightly squared off // Air grille in front of windscreen // Filler flap in front right wing // Disc brakes Cabriolet: Plastic rear window can be opened using a zip
Cabriolet: Plastic rear window can be opened using a zip",/images/Id_27.jpg,Classics by Series
28,356,356 C,356 C 1600 SC,1964,1965,"Features:
Raised bumpers with bumper guards with pronounced tapering at the top // One-piece curved windscreen // Flat hub caps // Logo on rear with additional ""90"" // Front luggage compartment lid slightly squared off // Air grille in front of windscreen // Filler flap in front right wing
Cabriolet: Plastic rear window can be opened using a zip",/images/Id_28.jpg,Classics by Series
29,911,901,911 (901),1964,1968,"Features:
Bumpers with chrome-plated bumper guards // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Windscreen wipers lie to the right",/images/Id_29.jpg,Classics by Series
30,911,911,911 2.0,1965,1967,"Features:
Bumpers with chrome-plated bumper guards; bumper guards with rubber pads as of MY 1967 // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Narrow sill trims; wide as of MY 1967 // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 emblem, slanted; straight and centrally mounted as of MY 1966 // Windscreen wipers lie to the right",/images/Id_30.jpg,Classics by Series
31,911,911,911 2.0 Targa,1967,1967,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 em-blem, centrally mounted // Windscreen wipers lie to the right // Targa roll-over bar made of brushed Nirosta steel // Removable soft top // Plastic, foldable rear window // Targa roll-over bar made of brushed Nirosta steel // Soft top // Plastic, foldable rear window",/images/Id_31.jpg,Classics by Series
32,911,911,"911 S 2.0, 911 S 2.0 Targa",1967,1967,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 S emblem, straight and centrally mounted // Windscreen wipers lie to the right; to the left as of MY 1968
Targa: Targa roll-over bar made of brushed Nirosta steel // Soft top // Plastic, foldable rear window",/images/Id_32.jpg,Classics by Series
33,911,911,"911 T 2.0, 911 T 2.0 Targa",1968,1969,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Silver-coloured Porsche logo // Silver-coloured 911 T emblem, straight and centrally mounted // Windscreen wipers lie to the left
Targa: Targa roll-over bar made of brushed Nirosta steel; with side ventilation slots as of MY 1969 // Soft top // Plastic, foldable rear window, made of safety glass and fixed as of MY 1969",/images/Id_33.jpg,Classics by Series
34,911,911,"911 L 2.0, 911 L 2.0 Targa",1968,1968,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 L emblem, straight and centrally mounted // Windscreen wipers lie to the left
Targa: Targa roll-over bar made of brushed Nirosta steel // Soft top // Plastic, foldable rear window",/images/Id_34.jpg,Classics by Series
35,911,911,"911 E 2.0, 911 E 2.0 Targa",1969,1969,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 E emblem, straight and centrally mounted // Windscreen wipers lie to the left
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Soft top // Fixed rear window made of safety glass",/images/Id_35.jpg,Classics by Series
36,911,911,"911 S 2.0, 911 S 2.0 Targa",1969,1969,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 S emblem, straight and centrally mounted // Windscreen wipers lie to the left
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Soft top // Fixed rear window made of safety glass",/images/Id_36.jpg,Classics by Series
37,911,911,"911 T 2.2, 911 T 2.2 Targa",1970,1971,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Silver-coloured Porsche logo // Silver-coloured 911 T emblem, straight and centrally mounted // Windscreen wipers lie to the left // Outer door handles with trigger lever on the inside (pistol grip handles)
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Soft top // Fixed rear window made of safety glass",/images/Id_37.jpg,Classics by Series
38,911,911,"911 E 2.2, 911 E 2.2 Targa",1970,1971,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 E emblem, straight and centrally mounted // Windscreen wipers lie to the left // Outer door handles with trigger lever on the inside (pistol grip handles)
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Removable soft top // Fixed rear window made of safety glass",/images/Id_38.jpg,Classics by Series
39,911,911,"911 S 2.2, 911 S 2.2 Targa",1970,1971,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads // Rear lid with chrome-plated air grille // Chrome-plated horn grille // Wide sill trims // Round, chrome-plated exterior mirrors // Gold-coloured Porsche logo // Gold-coloured 911 S emblem, straight and centrally mounted // Windscreen wipers lie to the left // Outer door handles with trigger lever on the inside (pistol grip handles)
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Soft top // Fixed rear window made of safety glass",/images/Id_39.jpg,Classics by Series
40,911,911,"911 T 2.4, 911 T 2.4 Targa",1972,1973,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads (only at the rear) // Rear lid featuring black air grille with chrome-plated 2.4 logo // Chrome-plated horn grille; black as of MY 1973 // Wide sill trims // Round, chrome-plated exterior mirrors, rectangular as of MY 1973 // Anodised black Porsche logo // Anodised black 911 T emblem, straight and centrally mounted // Windscreen wipers lie to the left // Outer door handles with trigger lever on the inside (pistol grip handles) // Oil tank cap in right rear side section
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Soft top // Fixed rear window made of safety glass",/images/Id_40.jpg,Classics by Series
41,911,911,"911 E 2.4, 911 E 2.4 Targa",1972,1973,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads (only at the rear) // Rear lid featuring black air grille with chrome-plated 2.4 logo * Chrome-plated horn grille; black as of MY 1973 // Wide sill trims // Round, chrome-plated exterior mirrors, rectangular as of MY 1973 // Anodised black Porsche logo // Anodised black 911 E emblem, straight and centrally mounted // Windscreen wipers lie to the left // Outer door handles with trigger lever on the inside (pistol grip handles) // Oil tank cap in right rear side section
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Removable soft top // Fixed rear window made of safety glass",/images/Id_41.jpg,Classics by Series
42,911,911,"911 S 2.4, 911 S 2.4 Targa",1972,1973,"Features:
Bumpers featuring chrome-plated bumper guards with rubber pads (only at the rear) // Rear lid featuring black air grille with chrome-plated 2.4 logo // Chrome-plated horn grille; black as of MY 1973 // Wide sill trims // Round, chrome-plated exterior mirrors, rectangular as of MY 1973 // Anodised black Porsche logo // Anodised black 911 S emblem, straight and centrally mounted // Windscreen wipers lie to the left // Outer door handles with trigger lever on the inside (pistol grip handles) // Oil tank cap in right rear side section // Plastic front spoiler
Targa: Targa roll-over bar made of brushed Nirosta steel with side ventilation slots // Soft top // Fixed rear window made of safety glass",/images/Id_42.jpg,Classics by Series
43,911,911,911 Carrera RS 2.7 Lightweight M471,1973,1973,"Features:
Thin sheet metal body (wing, luggage compartment lid, outer shell of roof, rear side panels, outer shell of doors) // Plastic front and rear bumper // Aluminum frame on the engine cover (duck tail) // All trim strips omitted // Front bonnet emblem omitted and replaced by adhesive emblem // All gas pressure dampers for the engine cover and luggage compartment lid omitted // All except 4-7 lb. of underbody protection omitted // Simplified door panel with leather pull handles // Lightweight seats (ad-justable driver seat/fixed passenger seat) // Clock omitted // Passenger sun visor omitted // Clothes hooks omitted // Emergency seat entirely omitted // Thin glass rear window not adjustable // Only one battery installed in the front left-hand side of the luggage compartment",/images/Id_43.jpg,Classics by Series
44,911,911,911 Carrera RS 2.7 Lightweight M472,1973,1973,"Features:
Steel rear bumper, middle section and bumper guards same as series model // All trim strips (on front and rear bumpers and sills) // Emblem on front engine cover same as series model // Door features same as series model // Emergency seat backrests and cushions // Underbody protection same as series model // Driver and front passenger seat same as series model // Clock // Second battery in luggage compartment",/images/Id_44.jpg,Classics by Series
45,911,911/911S,"911 2.7, 911 2.7 Targa",1974,1975,"Features:
Bumpers with black bellows // Rear lid with black air grille and anodised black 911 logo // Chrome-plated exterior mirrors // Chrome-plated window frames // Chrome-plated door handles // Chrome-plated headlamp rings // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar made of brushed Nirosta steel // Rear window made of safety glass // Plastic roof; soft top initially op-tional, then standard again",/images/Id_45.jpg,Classics by Series
46,911,911/911S,"911 S 2.7, 911 S 2.7 Targa",1974,1975,"Features:
Bumpers with black bellows // Chrome-plated exterior mirrors // Chrome-plated window frames; in exterior colour as of MY 1975 // Chrome-plated door handles // Chrome-plated headlamp rings // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar made of brushed Nirosta steel // Rear window made of safety glass // Plastic roof",/images/Id_46.jpg,Classics by Series
47,911,911/911S,"911 2.7, 911 2.7 Targa",1976,1977,"Features:
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable // Chrome-plated window frames // Chrome-plated door handles // Chrome-plated headlamp rings // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar made of brushed Nirosta steel // Rear window made of safety glass // Soft top",/images/Id_47.jpg,Classics by Series
48,911,911 Carrera,"911 Carrera 2.7, 911 Carrera 2.7 Targa",1974,1975,"Features:
Bumpers with black bellows // Chrome-plated exterior mirrors; in exterior colour as of MY 1975 // Anodised black window frames // Anodised black door handles // Chrome-plated headlamp rings // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar made of brushed Nirosta steel; black as of MY 1975 // Rear window made of safety glass // Plastic roof",/images/Id_48.jpg,Classics by Series
49,911,911 Carrera,"911 Carrera 3.0, 911 Carrera 3.0 Targa",1976,1977,"Features:
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable // Anodised black window frames // Anodised black door handles // Headlamp rings in exterior colour // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar made of brushed Nirosta steel // Rear window made of safety glass // Soft top",/images/Id_49.jpg,Classics by Series
50,911,911 Carrera,"911 Carrera 3.2, 911 Carrerra 3.2 Targa, 911 Carrera 3.2 Cabriolet",1984,1989,"Features:
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable // Anodised black window frames // Anodised black door handles // Headlamp rings in exterior colour // Tail-light panel with black Porsche logo; with red-reflective logo and integrated rear fog lights as of MY 1987 // Side direction indicators // Fog lights integrated in front apron // Option: PU front spoiler and flat rear spoiler developed for the Carrera with black PU border
Turbo look: Body, front spoiler, chassis, including brake system and wheels from the 911 Turbo 3.3 (for Targa and Cabriolet as of MY 1985)
Targa: Targa roll-over bar in black // Rear window made of safety glass // Soft top
Cabriolet: Fabric hood with plastic rear window, manually operated",/images/Id_50.jpg,Classics by Series
51,911,911 SC,"911 SC 3.0, 911 SC 3.0 Targa",1978,1979,"Features: 
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable // Chrome-plated window frames; anodized black as of model year 1979 // Chrome-plated door handles; anodized black as of model year 1979 // Chrome-plated headlamp rings; in exterior color as of model year 1979 // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar made of brushed Nirosta steel; black as of model year 1979 // Rear window made of safety glass // Soft top",/images/Id_51.jpg,Classics by Series
52,911,911 SC,"911 SC, 911 SC Targa",1980,1980,"Features
Bumpers with black bellows // Exterior mirrors in exterior color, electrically adjustable // Anodized black window frames // Anodized black door handles // Headlamp rings in exterior color // Tail-light panel with black Porsche logo
Targa: Targa roll-over bar in black // Rear window made of safety glass // Soft top",/images/Id_52.jpg,Classics by Series
53,911,911 SC,"911 SC 3.0, 911 SC 3.0 Targa",1981,1983,"Features:
Bumpers with black bellows // Exterior mirrors in exterior color, electrically adjustable // Anodized black window frames // Anodized black door handles // Headlamp rings in exterior color // Tail-light panel with black Porsche logo // Side direction indicators // Option: Front and rear spoilers from the 911 Turbo 3.0
Targa: Targa roll-over bar in black // Rear window made of safety glass // Soft top",/images/Id_53.jpg,Classics by Series
54,911,911 SC,911 SC 3.0 Cabrolet,1983,1983,"Features:
Bumpers with black bellows // Exterior mirrors in exterior color, electrically adjustable // Anodized black window frames // Anodized black door handles // Headlamp rings in exterior color // Tail-light panel with black Porsche logo // Side direction indicators // Fabric hood with plastic rear window, manually operated",/images/Id_54.jpg,Classics by Series
55,911,911 Turbo,911 Turbo 3.0,1975,1977,"Features:
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable as of MY 1976 // Anodised black window frames // Anodised black door handles // Headlamp rings in exterior colour // Taillight panel with black Porsche logo // Flared wheel arches; with black stone guard films at the rear as of MY 1977 // Rear lid with fixed, flat rear spoiler with black PU border // PU front spoiler in black",/images/Id_55.jpg,Classics by Series
56,911,911 Turbo,911 Turbo 3.3,1978,1989,"Features:
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable // Anodised black window frames // Anodised black door handles // Headlamp rings in exterior colour // Tail-light panel with black Porsche logo // Flared wheel arches, with black stone guard films at the rear // Rear lid with fixed, high rear spoiler with raised black PU border // PU front spoiler in black",/images/Id_56.jpg,Classics by Series
57,911,911 Turbo,"911 Turbo 3.3 Targa, 911 Turbo 3.3 Cabriolet",1987,1989,"Features:
Bumpers with black bellows // Exterior mirrors in exterior colour, electrically adjustable // Anodised black window frames // Anodised black door handles // Headlamp rings in exterior colour // Tail-light panel with red-reflective Porsche logo and integrated rear fog lights // Flared wheel arches, with black stone guard films at the rear // Rear lid with fixed, high rear spoiler with raised black PU border // PU front spoiler in black // Side direction indicators // Fog lights integrated in front apron // Exhaust system with twin tailpipe
Targa: Targa roll-over bar in black // Rear window made of safety glass // Soft top
Cabriolet: Fabric hood with plastic rear window, manually operated",/images/Id_57.jpg,Classics by Series
58,964,964,911 Carrera 4,1989,1993,"Features:
Front and rear aprons made of deformable plastic // Rear lid with integrated, automatically extending rear spoiler // Tail-light panel with red-reflective Porsche logo and integrated rear fog lights // Red rear direction indicators // Exterior mirrors in exterior colour, electrically adjustable; in Cup design as of MY 1992",/images/Id_58.jpg,Classics by Series
